rank,cluster_id,cluster_profile_count,cluster_profiles_covered,canonical_rule_id,canonical_rule_title,rule_id,rule_title,rule_severity,rule_profiles,rule_profile_count,sim_to_canonical,is_canonical
1,20,19,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|cui|e8|hipaa|ism_o|ospp|pci-dss|stig|stig_gui,xccdf_org.ssgproject.content_rule_accounts_password_pam_difok,Ensure PAM Enforces Password Requirements - Minimum Different Characters,xccdf_org.ssgproject.content_rule_account_passwords_pam_faillock_audit,Account Lockouts Must Be Logged,medium,,0,0.8989,no
1,20,19,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|cui|e8|hipaa|ism_o|ospp|pci-dss|stig|stig_gui,xccdf_org.ssgproject.content_rule_accounts_password_pam_difok,Ensure PAM Enforces Password Requirements - Minimum Different Characters,xccdf_org.ssgproject.content_rule_account_passwords_pam_faillock_dir,Account Lockouts Must Persist,medium,,0,0.9005,no
1,20,19,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|cui|e8|hipaa|ism_o|ospp|pci-dss|stig|stig_gui,xccdf_org.ssgproject.content_rule_accounts_password_pam_difok,Ensure PAM Enforces Password Requirements - Minimum Different Characters,xccdf_org.ssgproject.content_rule_accounts_passwords_pam_faillock_enforce_local,Enforce pam_faillock for Local Accounts Only,medium,,0,0.9138,no
1,20,19,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|cui|e8|hipaa|ism_o|ospp|pci-dss|stig|stig_gui,xccdf_org.ssgproject.content_rule_accounts_password_pam_difok,Ensure PAM Enforces Password Requirements - Minimum Different Characters,xccdf_org.ssgproject.content_rule_accounts_password_pam_enforce_local,Ensure PAM Enforces Password Requirements - Enforce for Local Accounts Only,medium,,0,0.9421,no
1,20,19,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|cui|e8|hipaa|ism_o|ospp|pci-dss|stig|stig_gui,xccdf_org.ssgproject.content_rule_accounts_password_pam_difok,Ensure PAM Enforces Password Requirements - Minimum Different Characters,xccdf_org.ssgproject.content_rule_accounts_passwords_pam_faillock_audit,Account Lockouts Must Be Logged,medium,stig|stig_gui,2,0.8989,no
1,20,19,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|cui|e8|hipaa|ism_o|ospp|pci-dss|stig|stig_gui,xccdf_org.ssgproject.content_rule_accounts_password_pam_difok,Ensure PAM Enforces Password Requirements - Minimum Different Characters,xccdf_org.ssgproject.content_rule_accounts_password_pam_dictcheck,Ensure PAM Enforces Password Requirements - Prevent the Use of Dictionary Words,medium,stig|stig_gui,2,0.9439,no
1,20,19,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|cui|e8|hipaa|ism_o|ospp|pci-dss|stig|stig_gui,xccdf_org.ssgproject.content_rule_accounts_password_pam_difok,Ensure PAM Enforces Password Requirements - Minimum Different Characters,xccdf_org.ssgproject.content_rule_accounts_password_pam_difok,Ensure PAM Enforces Password Requirements - Minimum Different Characters,medium,stig|stig_gui,2,1.0,yes
1,20,19,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|cui|e8|hipaa|ism_o|ospp|pci-dss|stig|stig_gui,xccdf_org.ssgproject.content_rule_accounts_password_pam_difok,Ensure PAM Enforces Password Requirements - Minimum Different Characters,xccdf_org.ssgproject.content_rule_accounts_password_pam_enforce_root,Ensure PAM Enforces Password Requirements - Enforce for root User,medium,stig|stig_gui,2,0.9517,no
1,20,19,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|cui|e8|hipaa|ism_o|ospp|pci-dss|stig|stig_gui,xccdf_org.ssgproject.content_rule_accounts_password_pam_difok,Ensure PAM Enforces Password Requirements - Minimum Different Characters,xccdf_org.ssgproject.content_rule_accounts_password_pam_maxclassrepeat,Ensure PAM Enforces Password Requirements - Maximum Consecutive Repeating Characters from Same Character Class,medium,stig|stig_gui,2,0.9565,no
1,20,19,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|cui|e8|hipaa|ism_o|ospp|pci-dss|stig|stig_gui,xccdf_org.ssgproject.content_rule_accounts_password_pam_difok,Ensure PAM Enforces Password Requirements - Minimum Different Characters,xccdf_org.ssgproject.content_rule_accounts_password_pam_maxrepeat,Set Password Maximum Consecutive Repeating Characters,medium,stig|stig_gui,2,0.9605,no
1,20,19,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|cui|e8|hipaa|ism_o|ospp|pci-dss|stig|stig_gui,xccdf_org.ssgproject.content_rule_accounts_password_pam_difok,Ensure PAM Enforces Password Requirements - Minimum Different Characters,xccdf_org.ssgproject.content_rule_accounts_password_pam_pwquality_password_auth,Ensure PAM password complexity module is enabled in password-auth,medium,stig|stig_gui,2,0.9405,no
1,20,19,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|cui|e8|hipaa|ism_o|ospp|pci-dss|stig|stig_gui,xccdf_org.ssgproject.content_rule_accounts_password_pam_difok,Ensure PAM Enforces Password Requirements - Minimum Different Characters,xccdf_org.ssgproject.content_rule_accounts_password_pam_pwquality_system_auth,Ensure PAM password complexity module is enabled in system-auth,medium,stig|stig_gui,2,0.939,no
1,20,19,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|cui|e8|hipaa|ism_o|ospp|pci-dss|stig|stig_gui,xccdf_org.ssgproject.content_rule_accounts_password_pam_difok,Ensure PAM Enforces Password Requirements - Minimum Different Characters,xccdf_org.ssgproject.content_rule_accounts_logon_fail_delay,Ensure the Logon Failure Delay is Set Correctly in login.defs,medium,stig|stig_gui,2,0.9181,no
1,20,19,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|cui|e8|hipaa|ism_o|ospp|pci-dss|stig|stig_gui,xccdf_org.ssgproject.content_rule_accounts_password_pam_difok,Ensure PAM Enforces Password Requirements - Minimum Different Characters,xccdf_org.ssgproject.content_rule_accounts_password_set_max_life_root,Set Root Account Password Maximum Age,medium,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal,4,0.909,no
1,20,19,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|cui|e8|hipaa|ism_o|ospp|pci-dss|stig|stig_gui,xccdf_org.ssgproject.content_rule_accounts_password_pam_difok,Ensure PAM Enforces Password Requirements - Minimum Different Characters,xccdf_org.ssgproject.content_rule_accounts_set_post_pw_existing,Set existing passwords a period of inactivity before they been locked,medium,cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|pci-dss,5,0.8884,no
1,20,19,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|cui|e8|hipaa|ism_o|ospp|pci-dss|stig|stig_gui,xccdf_org.ssgproject.content_rule_accounts_password_pam_difok,Ensure PAM Enforces Password Requirements - Minimum Different Characters,xccdf_org.ssgproject.content_rule_ensure_pam_wheel_group_empty,Ensure the Group Used by pam_wheel.so Module Exists on System and is Empty,medium,cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|pci-dss,5,0.9179,no
1,20,19,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|cui|e8|hipaa|ism_o|ospp|pci-dss|stig|stig_gui,xccdf_org.ssgproject.content_rule_accounts_password_pam_difok,Ensure PAM Enforces Password Requirements - Minimum Different Characters,xccdf_org.ssgproject.content_rule_use_pam_wheel_group_for_su,Enforce Usage of pam_wheel with Group Parameter for su Authentication,medium,cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|pci-dss,5,0.9133,no
1,20,19,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|cui|e8|hipaa|ism_o|ospp|pci-dss|stig|stig_gui,xccdf_org.ssgproject.content_rule_accounts_password_pam_difok,Ensure PAM Enforces Password Requirements - Minimum Different Characters,xccdf_org.ssgproject.content_rule_accounts_password_minlen_login_defs,Set Password Minimum Length in login.defs,medium,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|stig|stig_gui,6,0.9579,no
1,20,19,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|cui|e8|hipaa|ism_o|ospp|pci-dss|stig|stig_gui,xccdf_org.ssgproject.content_rule_accounts_password_pam_difok,Ensure PAM Enforces Password Requirements - Minimum Different Characters,xccdf_org.ssgproject.content_rule_use_pam_wheel_for_su,Enforce usage of pam_wheel for su authentication,medium,ccn_advanced|ccn_intermediate|cui|ospp|stig|stig_gui,6,0.9339,no
1,20,19,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|cui|e8|hipaa|ism_o|ospp|pci-dss|stig|stig_gui,xccdf_org.ssgproject.content_rule_accounts_password_pam_difok,Ensure PAM Enforces Password Requirements - Minimum Different Characters,xccdf_org.ssgproject.content_rule_accounts_password_pam_ocredit,Ensure PAM Enforces Password Requirements - Minimum Special Characters,medium,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|cui|ospp|stig|stig_gui,8,0.9571,no
1,20,19,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|cui|e8|hipaa|ism_o|ospp|pci-dss|stig|stig_gui,xccdf_org.ssgproject.content_rule_accounts_password_pam_difok,Ensure PAM Enforces Password Requirements - Minimum Different Characters,xccdf_org.ssgproject.content_rule_accounts_password_pam_ucredit,Ensure PAM Enforces Password Requirements - Minimum Uppercase Characters,medium,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|cui|ospp|stig|stig_gui,8,0.954,no
1,20,19,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|cui|e8|hipaa|ism_o|ospp|pci-dss|stig|stig_gui,xccdf_org.ssgproject.content_rule_accounts_password_pam_difok,Ensure PAM Enforces Password Requirements - Minimum Different Characters,xccdf_org.ssgproject.content_rule_accounts_password_set_warn_age_existing,Set Existing Passwords Warning Age,medium,ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|pci-dss,8,0.9273,no
1,20,19,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|cui|e8|hipaa|ism_o|ospp|pci-dss|stig|stig_gui,xccdf_org.ssgproject.content_rule_accounts_password_pam_difok,Ensure PAM Enforces Password Requirements - Minimum Different Characters,xccdf_org.ssgproject.content_rule_accounts_password_pam_dcredit,Ensure PAM Enforces Password Requirements - Minimum Digit Characters,medium,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|cui|ospp|pci-dss|stig|stig_gui,9,0.9663,no
1,20,19,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|cui|e8|hipaa|ism_o|ospp|pci-dss|stig|stig_gui,xccdf_org.ssgproject.content_rule_accounts_password_pam_difok,Ensure PAM Enforces Password Requirements - Minimum Different Characters,xccdf_org.ssgproject.content_rule_accounts_password_pam_lcredit,Ensure PAM Enforces Password Requirements - Minimum Lowercase Characters,medium,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|cui|ospp|pci-dss|stig|stig_gui,9,0.9529,no
1,20,19,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|cui|e8|hipaa|ism_o|ospp|pci-dss|stig|stig_gui,xccdf_org.ssgproject.content_rule_accounts_password_pam_difok,Ensure PAM Enforces Password Requirements - Minimum Different Characters,xccdf_org.ssgproject.content_rule_accounts_password_set_min_life_existing,Set Existing Passwords Minimum Age,medium,ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|stig|stig_gui,9,0.9228,no
1,20,19,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|cui|e8|hipaa|ism_o|ospp|pci-dss|stig|stig_gui,xccdf_org.ssgproject.content_rule_accounts_password_pam_difok,Ensure PAM Enforces Password Requirements - Minimum Different Characters,xccdf_org.ssgproject.content_rule_accounts_password_warn_age_login_defs,Set Password Warning Age,medium,ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|ism_o|pci-dss,9,0.9345,no
1,20,19,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|cui|e8|hipaa|ism_o|ospp|pci-dss|stig|stig_gui,xccdf_org.ssgproject.content_rule_accounts_password_pam_difok,Ensure PAM Enforces Password Requirements - Minimum Different Characters,xccdf_org.ssgproject.content_rule_accounts_minimum_age_login_defs,Set Password Minimum Age,medium,ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|ism_o|stig|stig_gui,10,0.9498,no
1,20,19,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|cui|e8|hipaa|ism_o|ospp|pci-dss|stig|stig_gui,xccdf_org.ssgproject.content_rule_accounts_password_pam_difok,Ensure PAM Enforces Password Requirements - Minimum Different Characters,xccdf_org.ssgproject.content_rule_accounts_password_set_max_life_existing,Set Existing Passwords Maximum Age,medium,ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|pci-dss|stig|stig_gui,10,0.9199,no
1,20,19,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|cui|e8|hipaa|ism_o|ospp|pci-dss|stig|stig_gui,xccdf_org.ssgproject.content_rule_accounts_password_pam_difok,Ensure PAM Enforces Password Requirements - Minimum Different Characters,xccdf_org.ssgproject.content_rule_accounts_maximum_age_login_defs,Set Password Maximum Age,medium,ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|ism_o|pci-dss|stig|stig_gui,11,0.9506,no
1,20,19,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|cui|e8|hipaa|ism_o|ospp|pci-dss|stig|stig_gui,xccdf_org.ssgproject.content_rule_accounts_password_pam_difok,Ensure PAM Enforces Password Requirements - Minimum Different Characters,xccdf_org.ssgproject.content_rule_accounts_password_pam_minclass,Ensure PAM Enforces Password Requirements - Minimum Different Categories,medium,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|stig|stig_gui,13,0.9446,no
1,20,19,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|cui|e8|hipaa|ism_o|ospp|pci-dss|stig|stig_gui,xccdf_org.ssgproject.content_rule_accounts_password_pam_difok,Ensure PAM Enforces Password Requirements - Minimum Different Characters,xccdf_org.ssgproject.content_rule_accounts_password_pam_retry,Ensure PAM Enforces Password Requirements - Authentication Retry Prompts Permitted Per-Session,medium,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|stig|stig_gui,13,0.9477,no
1,20,19,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|cui|e8|hipaa|ism_o|ospp|pci-dss|stig|stig_gui,xccdf_org.ssgproject.content_rule_accounts_password_pam_difok,Ensure PAM Enforces Password Requirements - Minimum Different Characters,xccdf_org.ssgproject.content_rule_accounts_password_pam_minlen,Ensure PAM Enforces Password Requirements - Minimum Length,medium,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|cui|ism_o|ospp|pci-dss|stig|stig_gui,17,0.9605,no
1,20,19,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|cui|e8|hipaa|ism_o|ospp|pci-dss|stig|stig_gui,xccdf_org.ssgproject.content_rule_accounts_password_pam_difok,Ensure PAM Enforces Password Requirements - Minimum Different Characters,xccdf_org.ssgproject.content_rule_enable_authselect,Enable authselect,medium,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|cui|e8|hipaa|ism_o|ospp|pci-dss|stig|stig_gui,19,0.8794,no
2,25,19,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|cui|e8|hipaa|ism_o|ospp|pci-dss|stig|stig_gui,xccdf_org.ssgproject.content_rule_service_xinetd_disabled,Disable xinetd Service,xccdf_org.ssgproject.content_rule_service_ip6tables_enabled,Verify ip6tables Enabled if Using IPv6,medium,,0,0.9288,no
2,25,19,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|cui|e8|hipaa|ism_o|ospp|pci-dss|stig|stig_gui,xccdf_org.ssgproject.content_rule_service_xinetd_disabled,Disable xinetd Service,xccdf_org.ssgproject.content_rule_service_iptables_enabled,Verify iptables Enabled,medium,,0,0.9344,no
2,25,19,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|cui|e8|hipaa|ism_o|ospp|pci-dss|stig|stig_gui,xccdf_org.ssgproject.content_rule_service_xinetd_disabled,Disable xinetd Service,xccdf_org.ssgproject.content_rule_service_ufw_enabled,Verify ufw Enabled,medium,,0,0.9432,no
2,25,19,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|cui|e8|hipaa|ism_o|ospp|pci-dss|stig|stig_gui,xccdf_org.ssgproject.content_rule_service_xinetd_disabled,Disable xinetd Service,xccdf_org.ssgproject.content_rule_service_cockpit_disabled,Disable Cockpit Management Server,medium,,0,0.9384,no
2,25,19,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|cui|e8|hipaa|ism_o|ospp|pci-dss|stig|stig_gui,xccdf_org.ssgproject.content_rule_service_xinetd_disabled,Disable xinetd Service,xccdf_org.ssgproject.content_rule_service_named_disabled,Disable named Service,medium,,0,0.9612,no
2,25,19,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|cui|e8|hipaa|ism_o|ospp|pci-dss|stig|stig_gui,xccdf_org.ssgproject.content_rule_service_xinetd_disabled,Disable xinetd Service,xccdf_org.ssgproject.content_rule_service_vsftpd_disabled,Disable vsftpd Service,medium,,0,0.9703,no
2,25,19,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|cui|e8|hipaa|ism_o|ospp|pci-dss|stig|stig_gui,xccdf_org.ssgproject.content_rule_service_xinetd_disabled,Disable xinetd Service,xccdf_org.ssgproject.content_rule_service_httpd_disabled,Disable httpd Service,unknown,,0,0.9763,no
2,25,19,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|cui|e8|hipaa|ism_o|ospp|pci-dss|stig|stig_gui,xccdf_org.ssgproject.content_rule_service_xinetd_disabled,Disable xinetd Service,xccdf_org.ssgproject.content_rule_service_dovecot_disabled,Disable Dovecot Service,unknown,,0,0.9602,no
2,25,19,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|cui|e8|hipaa|ism_o|ospp|pci-dss|stig|stig_gui,xccdf_org.ssgproject.content_rule_service_xinetd_disabled,Disable xinetd Service,xccdf_org.ssgproject.content_rule_service_ntp_enabled,Enable the NTP Daemon,high,,0,0.9416,no
2,25,19,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|cui|e8|hipaa|ism_o|ospp|pci-dss|stig|stig_gui,xccdf_org.ssgproject.content_rule_service_xinetd_disabled,Disable xinetd Service,xccdf_org.ssgproject.content_rule_service_ntpd_enabled,Enable the NTP Daemon,medium,,0,0.9463,no
2,25,19,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|cui|e8|hipaa|ism_o|ospp|pci-dss|stig|stig_gui,xccdf_org.ssgproject.content_rule_service_xinetd_disabled,Disable xinetd Service,xccdf_org.ssgproject.content_rule_service_xinetd_disabled,Disable xinetd Service,medium,,0,1.0,yes
2,25,19,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|cui|e8|hipaa|ism_o|ospp|pci-dss|stig|stig_gui,xccdf_org.ssgproject.content_rule_service_xinetd_disabled,Disable xinetd Service,xccdf_org.ssgproject.content_rule_service_cups_disabled,Disable the CUPS Service,unknown,,0,0.9584,no
2,25,19,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|cui|e8|hipaa|ism_o|ospp|pci-dss|stig|stig_gui,xccdf_org.ssgproject.content_rule_service_xinetd_disabled,Disable xinetd Service,xccdf_org.ssgproject.content_rule_service_rngd_enabled,Enable the Hardware RNG Entropy Gatherer Service,low,,0,0.935,no
2,25,19,anssi_bp28_enhanced|anssi_bp28_high|anssi_bp28_intermediary|anssi_bp28_minimal|ccn_advanced|ccn_basic|ccn_intermediate|cis|cis_server_l1|cis_workstation_l1|cis_workstation_l2|cui|e8|hipaa|ism_o|ospp|pci-dss|stig|stig_gui,xccdf_org.ssgproject.content_rule_service_xinetd_disabled,Disable xinetd Service,xccdf_org.ssgproject.content_rule_service_smb_disabled,Disable Samba,low,,0,0.9599,no
